transaction_id,transaction_amount,payment_method,transaction_hour,delivery_time_days,device_type,ip_risk_score,customer_age,customer_region,num_previous_transactions,chargeback_history,account_tenure_days,preferred_language,num_items,discount_applied,cart_abandon_rate,time_on_site_sec,favourite_animal,astrological_sign,lucky_number,browser_theme_color,random_string,browser_version_str,fraudulent
189,60.34,card,6,1,desktop,6.9,55,APAC,2,0,411,en,6,0,0.307,174,rabbit,Capricorn,15,purple,r_9179,purple_rabbit,0
190,22.15,apple_pay,12,5,desktop,22.2,39,EU,4,0,4491,fr,4,1,0.469,59,tiger,Leo,23,light,r_2092,light_tiger,0
191,7.82,card,3,1,mobile,12.1,47,APAC,3,0,1690,en,9,1,0.625,76,rabbit,Leo,9,light,r_7054,light_rabbit,1
192,182.01,paypal,5,5,mobile,6.6,26,EU,3,0,1496,en,8,0,0.107,8,owl,Leo,32,blue,r_5534,blue_owl,0
193,184.54,card,17,2,mobile,15.9,69,APAC,4,0,533,it,1,0,0.024,216,owl,Aries,34,light,r_9581,light_owl,0
194,80.21,card,18,2,desktop,31.3,65,EU,6,0,3110,en,7,0,0.027,56,rabbit,Aquarius,10,light,r_2634,light_rabbit,0
195,33.12,card,14,3,desktop,23.7,78,EU,4,0,2873,en,8,1,0.093,415,owl,Cancer,56,green,r_3389,green_owl,0
196,34.37,card,2,1,desktop,10.4,55,NA,3,0,2857,de,5,0,0.18,18,cat,Aries,96,dark,r_5444,dark_cat,0
197,103.56,paypal,19,1,mobile,12.4,56,EU,1,0,334,fr,7,0,0.348,100,cat,Taurus,46,light,r_3166,light_cat,0
198,181.93,paypal,16,2,mobile,27.3,70,NA,3,0,4385,pt,2,0,0.141,240,owl,Aquarius,18,blue,r_9752,blue_owl,0
199,174.49,paypal,15,2,desktop,18.6,78,NA,6,0,3531,de,8,0,0.119,30,elephant,Taurus,9,blue,r_728,blue_elephant,0
200,121.08,card,12,2,mobile,16.3,67,APAC,2,0,4097,en,8,0,0.124,238,elephant,Virgo,37,purple,r_932,purple_elephant,0
201,82.18,bank_transfer,21,3,desktop,36.0,59,EU,6,0,1925,fr,2,0,0.518,233,owl,Taurus,44,blue,r_2317,blue_owl,0
202,7.03,paypal,21,1,mobile,29.3,42,EU,4,0,692,es,9,1,0.273,79,dog,Capricorn,85,green,r_161,green_dog,0
203,14.1,google_pay,19,14,mobile,12.2,73,EU,2,0,3936,pt,8,0,0.308,188,elephant,Libra,50,dark,r_4112,dark_elephant,0
204,183.06,bank_transfer,7,1,desktop,34.2,20,EU,3,0,800,en,3,1,0.336,308,owl,Libra,1,blue,r_4240,blue_owl,0
205,74.6,card,20,1,mobile,32.8,22,NA,3,0,3021,en,3,1,0.416,190,rabbit,Sagittarius,37,green,r_7472,green_rabbit,0
206,0.74,card,13,7,desktop,42.3,52,NA,5,0,2378,en,6,0,0.244,256,rabbit,Libra,82,dark,r_7773,dark_rabbit,0
207,8.56,card,3,1,mobile,19.0,47,APAC,0,0,4171,es,2,1,0.153,62,owl,Capricorn,82,purple,r_3674,purple_owl,0
208,87.13,paypal,6,14,mobile,34.4,50,EU,2,0,12,en,9,0,0.071,220,elephant,Capricorn,23,purple,r_7446,purple_elephant,0
209,0.41,card,9,1,desktop,19.8,40,LATAM,2,0,2270,en,6,0,0.372,243,owl,Libra,57,light,r_8904,light_owl,0
210,14.03,paypal,14,1,desktop,14.7,70,LATAM,3,0,1099,en,2,0,0.461,170,tiger,Gemini,99,purple,r_2071,purple_tiger,0
211,63.66,card,15,1,desktop,42.0,59,EU,3,0,3217,en,1,1,0.547,245,cat,Taurus,71,purple,r_1553,purple_cat,0
212,94.19,card,7,2,desktop,9.8,49,NA,5,0,4583,en,7,0,0.341,181,dog,Scorpio,7,blue,r_4367,blue_dog,0
213,84.44,card,1,3,desktop,18.8,53,NA,2,0,1727,en,1,0,0.315,235,tiger,Gemini,30,dark,r_4906,dark_tiger,0
214,20.32,card,16,1,desktop,7.9,39,EU,3,0,26,fr,4,0,0.19,246,rabbit,Taurus,97,dark,r_1996,dark_rabbit,0
215,99.63,paypal,5,1,mobile,30.0,48,EU,3,0,3137,pt,3,0,0.305,55,owl,Aquarius,41,light,r_7555,light_owl,0
216,21.67,card,15,1,mobile,23.6,44,APAC,3,0,1860,fr,8,1,0.73,35,elephant,Leo,69,dark,r_339,dark_elephant,0
217,31.49,paypal,1,2,mobile,34.7,54,APAC,1,0,4626,en,6,1,0.058,88,rabbit,Gemini,40,purple,r_3099,purple_rabbit,0
218,109.79,card,23,7,desktop,47.1,30,EU,1,0,3962,de,9,0,0.191,22,tiger,Scorpio,47,light,r_865,light_tiger,0
219,83.9,card,20,2,mobile,8.2,63,NA,4,0,343,de,2,0,0.301,7,owl,Cancer,51,purple,r_3102,purple_owl,0
220,151.36,paypal,17,5,mobile,20.6,78,LATAM,3,1,361,en,2,0,0.144,37,dog,Aquarius,16,purple,r_7885,purple_dog,0
221,85.75,card,10,1,mobile,19.7,32,EU,2,0,3647,es,6,0,0.67,297,rabbit,Capricorn,97,blue,r_4231,blue_rabbit,1
222,67.2,paypal,11,1,mobile,6.2,77,EU,3,0,4608,pt,2,0,0.233,310,tiger,Leo,18,dark,r_5217,dark_tiger,0
223,7.87,bank_transfer,4,3,desktop,13.3,41,EU,1,0,876,en,7,1,0.463,119,elephant,Virgo,87,light,r_5362,light_elephant,0
224,36.67,bank_transfer,1,5,desktop,9.8,45,EU,2,0,688,en,4,0,0.359,93,owl,Taurus,5,dark,r_5155,dark_owl,0
225,24.65,card,21,7,desktop,39.3,54,EU,5,0,1664,pt,2,0,0.192,148,rabbit,Libra,14,light,r_4272,light_rabbit,1
226,22.38,card,23,3,desktop,30.4,50,NA,4,0,2528,de,1,1,0.52,208,cat,Scorpio,34,dark,r_8674,dark_cat,0
227,288.98,paypal,17,2,mobile,12.6,20,EU,3,0,2234,en,2,0,0.191,113,dog,Virgo,10,blue,r_5962,blue_dog,0
228,39.95,paypal,21,1,desktop,15.8,23,NA,2,0,4825,it,2,1,0.769,126,rabbit,Sagittarius,1,green,r_744,green_rabbit,0
229,178.08,paypal,5,3,mobile,9.3,54,EU,2,0,454,fr,9,0,0.485,195,rabbit,Scorpio,39,blue,r_2304,blue_rabbit,0
230,79.79,card,0,2,desktop,37.6,23,NA,4,0,3458,en,2,1,0.146,181,cat,Aries,25,dark,r_2713,dark_cat,0
231,126.71,card,8,5,mobile,15.8,19,EU,2,0,3236,en,1,0,0.205,60,tiger,Capricorn,6,green,r_3565,green_tiger,0
232,55.87,card,14,3,mobile,25.1,67,LATAM,5,0,3244,fr,4,0,0.173,100,rabbit,Leo,74,blue,r_1537,blue_rabbit,0
233,68.81,paypal,7,7,mobile,31.5,58,NA,4,0,1834,fr,1,0,0.41,150,rabbit,Aquarius,54,blue,r_8891,blue_rabbit,0
234,54.26,card,13,3,desktop,33.3,52,EU,6,0,3248,es,6,1,0.316,114,tiger,Taurus,60,light,r_2114,light_tiger,0
235,17.38,card,3,5,mobile,13.5,18,APAC,0,0,4668,en,7,0,0.141,239,dog,Libra,11,light,r_8293,light_dog,0
236,102.54,paypal,6,2,mobile,17.1,40,NA,4,0,3453,fr,9,0,0.188,88,dog,Virgo,50,green,r_2760,green_dog,1
237,26.37,card,19,3,mobile,11.1,75,APAC,0,0,365,en,5,0,0.178,100,elephant,Gemini,36,light,r_2390,light_elephant,0
238,1.97,card,7,1,mobile,21.2,59,EU,2,0,2918,it,1,0,0.223,87,cat,Capricorn,70,green,r_4737,green_cat,0
239,82.96,card,9,3,desktop,25.2,47,NA,2,0,1843,en,4,0,0.084,231,rabbit,Aries,22,light,r_6393,light_rabbit,0
240,15.59,card,17,3,mobile,18.8,51,EU,1,0,2161,en,1,0,0.562,360,tiger,Gemini,74,blue,r_4879,blue_tiger,0
241,225.69,card,17,5,mobile,16.3,77,ME,8,0,4096,en,4,0,0.094,26,owl,Leo,59,light,r_696,light_owl,0
242,246.2,card,18,5,mobile,8.9,56,LATAM,4,0,4701,en,7,0,0.102,421,cat,Aquarius,75,light,r_6215,light_cat,0
243,197.08,card,3,3,mobile,17.3,51,APAC,10,0,2874,es,7,0,0.519,272,dog,Capricorn,57,blue,r_2799,blue_dog,0
244,36.98,card,12,1,mobile,16.6,50,EU,3,1,3762,en,7,1,0.269,223,elephant,Libra,60,blue,r_2895,blue_elephant,0
245,1.25,card,5,7,mobile,1.4,65,ME,2,0,3728,en,8,0,0.055,137,elephant,Aries,20,light,r_2020,light_elephant,0
246,210.84,paypal,20,1,desktop,29.8,33,EU,4,0,1898,de,3,0,0.094,60,tiger,Aquarius,60,green,r_1538,green_tiger,0
247,44.72,card,12,5,desktop,4.2,46,EU,3,0,3889,en,2,0,0.127,144,owl,Capricorn,75,blue,r_9840,blue_owl,0
248,272.07,card,22,2,mobile,36.6,33,EU,0,0,1078,pt,5,1,0.262,125,dog,Sagittarius,83,green,r_6977,green_dog,0
249,265.1,card,21,5,desktop,25.5,28,LATAM,2,0,4713,en,5,0,0.326,322,dog,Libra,42,dark,r_1377,dark_dog,0
250,153.39,card,15,2,mobile,36.2,26,EU,3,0,1017,en,1,0,0.081,211,tiger,Aquarius,84,blue,r_6994,blue_tiger,0
251,27.9,card,19,3,mobile,33.2,36,EU,0,0,411,en,3,0,0.368,165,owl,Cancer,43,dark,r_6838,dark_owl,0
252,38.9,card,9,2,desktop,12.4,77,NA,2,0,4387,en,5,0,0.148,175,tiger,Scorpio,89,light,r_1130,light_tiger,0
253,152.38,paypal,8,5,mobile,4.8,56,NA,5,0,4293,de,2,1,0.488,230,dog,Libra,90,green,r_2023,green_dog,0
254,30.49,card,6,2,desktop,27.2,32,NA,0,0,2903,de,2,0,0.168,291,tiger,Gemini,45,dark,r_2005,dark_tiger,1
255,14.86,bank_transfer,16,5,mobile,34.4,23,LATAM,1,0,3812,de,9,1,0.161,60,dog,Gemini,94,light,r_3445,light_dog,0
256,65.1,card,23,1,mobile,14.9,70,APAC,4,0,3491,fr,3,1,0.433,177,dog,Taurus,73,purple,r_3412,purple_dog,0
257,220.1,card,19,5,mobile,16.5,69,EU,3,0,4891,it,5,0,0.431,129,cat,Leo,48,blue,r_1171,blue_cat,0
258,95.27,card,6,2,desktop,17.6,56,EU,2,0,2381,de,1,0,0.453,163,owl,Sagittarius,54,dark,r_5658,dark_owl,1
259,67.53,paypal,1,2,mobile,10.3,21,EU,1,0,3496,es,1,1,0.352,241,elephant,Scorpio,30,light,r_5603,light_elephant,0
260,8.18,card,18,5,desktop,4.4,66,EU,2,0,794,en,8,0,0.417,180,dog,Aries,56,blue,r_4521,blue_dog,0
261,76.36,card,0,5,desktop,29.6,22,APAC,4,0,4549,en,5,0,0.343,166,owl,Libra,58,dark,r_6904,dark_owl,0
262,368.85,card,1,3,mobile,16.2,25,EU,5,0,2282,en,2,0,0.179,302,cat,Taurus,73,light,r_403,light_cat,0
263,12.07,card,4,7,desktop,17.4,78,APAC,3,0,737,en,2,1,0.206,517,elephant,Leo,30,green,r_4403,green_elephant,0
264,58.44,apple_pay,17,1,desktop,24.6,19,LATAM,3,0,2235,es,7,0,0.137,289,owl,Leo,90,purple,r_43,purple_owl,0
265,167.89,card,5,2,mobile,17.2,53,NA,5,0,2899,fr,4,1,0.222,23,dog,Aquarius,61,dark,r_9457,dark_dog,0
266,108.0,paypal,5,2,mobile,1.3,37,NA,2,0,1977,de,9,0,0.2,281,dog,Aries,88,purple,r_9942,purple_dog,0
267,95.53,paypal,21,2,desktop,35.2,36,EU,4,0,3732,es,6,1,0.292,352,owl,Aquarius,61,light,r_6178,light_owl,0
268,96.98,card,15,2,mobile,6.7,24,APAC,4,0,4542,fr,1,0,0.481,341,rabbit,Cancer,60,dark,r_9546,dark_rabbit,0
269,35.64,card,15,3,mobile,59.9,49,NA,4,0,3293,en,1,0,0.23,299,dog,Leo,73,green,r_2565,green_dog,0
270,27.8,paypal,2,2,desktop,41.7,75,NA,3,0,3418,fr,3,0,0.038,277,owl,Leo,34,purple,r_1655,purple_owl,0
271,132.59,card,2,2,desktop,13.1,59,APAC,1,0,4437,fr,6,0,0.066,196,cat,Aries,86,light,r_8331,light_cat,0
272,132.91,card,22,3,mobile,14.3,70,NA,2,0,2260,en,8,1,0.4,339,elephant,Gemini,80,blue,r_277,blue_elephant,0
273,161.44,paypal,3,1,mobile,14.3,41,EU,2,0,2633,de,8,0,0.25,256,tiger,Taurus,15,light,r_6821,light_tiger,0
274,195.57,paypal,5,2,desktop,8.7,47,ME,2,0,3067,pt,1,0,0.255,80,tiger,Scorpio,10,green,r_5650,green_tiger,0
275,57.29,paypal,23,1,desktop,19.2,77,EU,1,0,2461,de,4,1,0.351,172,tiger,Aquarius,78,blue,r_6077,blue_tiger,0
276,55.69,paypal,2,14,desktop,11.2,67,EU,5,0,410,it,5,0,0.366,177,elephant,Libra,1,blue,r_5204,blue_elephant,0
277,128.08,card,8,2,mobile,25.8,52,EU,0,0,1705,de,8,1,0.083,122,rabbit,Capricorn,41,dark,r_4408,dark_rabbit,0
278,83.98,card,2,7,desktop,3.5,61,LATAM,4,0,1066,en,5,0,0.178,363,rabbit,Scorpio,97,blue,r_2276,blue_rabbit,0
279,96.84,card,5,3,mobile,17.6,25,EU,2,0,2550,fr,3,1,0.681,141,dog,Virgo,11,purple,r_3347,purple_dog,0
280,127.09,paypal,20,1,mobile,3.1,72,APAC,3,0,1544,it,7,0,0.375,338,dog,Aquarius,55,dark,r_2687,dark_dog,0
281,176.59,google_pay,19,1,desktop,27.7,54,NA,3,0,1380,pt,7,0,0.254,368,tiger,Libra,90,purple,r_867,purple_tiger,0
282,33.0,card,23,3,mobile,27.9,75,NA,3,0,2994,en,7,0,0.171,204,rabbit,Cancer,91,purple,r_6605,purple_rabbit,0
283,37.67,card,8,14,desktop,13.6,73,NA,3,0,4390,de,7,0,0.357,87,cat,Leo,5,dark,r_2393,dark_cat,0
284,7.9,card,14,1,mobile,46.4,35,EU,1,1,3079,en,8,1,0.116,267,elephant,Sagittarius,73,green,r_9861,green_elephant,0
285,69.07,bank_transfer,8,1,mobile,12.1,58,NA,5,0,3173,it,6,0,0.373,44,elephant,Leo,52,purple,r_4894,purple_elephant,0
286,2.93,card,4,2,mobile,23.8,61,APAC,2,0,2295,en,7,1,0.084,147,owl,Aquarius,46,light,r_5766,light_owl,0
287,50.13,card,20,2,mobile,8.9,54,NA,3,0,4266,en,4,1,0.262,117,cat,Virgo,1,blue,r_7090,blue_cat,0
288,62.58,google_pay,15,5,mobile,35.8,22,ME,4,0,775,pt,9,0,0.195,202,dog,Capricorn,65,green,r_6027,green_dog,0
289,27.01,bank_transfer,2,2,mobile,14.4,27,EU,0,0,2940,es,9,1,0.067,155,rabbit,Sagittarius,83,purple,r_8431,purple_rabbit,0
290,71.49,card,8,1,desktop,16.7,52,LATAM,2,0,780,en,1,0,0.281,130,elephant,Taurus,94,light,r_7393,light_elephant,0
291,2.48,apple_pay,16,7,mobile,21.5,45,EU,2,0,3647,en,5,0,0.094,243,tiger,Virgo,47,blue,r_5699,blue_tiger,1
292,3.05,card,2,2,mobile,18.3,30,EU,3,0,4320,fr,7,0,0.501,90,elephant,Sagittarius,30,dark,r_9097,dark_elephant,0
293,138.35,card,6,3,desktop,23.2,78,LATAM,1,0,4005,de,8,0,0.505,114,dog,Pisces,37,green,r_6062,green_dog,0
294,35.73,card,6,3,mobile,18.7,74,EU,3,0,3111,fr,2,1,0.338,143,cat,Aries,68,dark,r_1850,dark_cat,0
295,10.87,bank_transfer,20,1,mobile,31.9,61,EU,1,0,1038,en,3,0,0.383,228,rabbit,Sagittarius,35,blue,r_8296,blue_rabbit,0
296,59.09,paypal,5,1,mobile,8.3,61,NA,5,0,4196,en,1,1,0.254,376,elephant,Sagittarius,4,light,r_1184,light_elephant,0
297,117.57,card,19,1,desktop,8.1,69,APAC,2,0,2059,it,4,0,0.273,88,rabbit,Capricorn,48,purple,r_5834,purple_rabbit,0
298,19.45,google_pay,7,14,mobile,21.7,53,EU,1,0,332,en,5,1,0.505,136,rabbit,Capricorn,18,light,r_5257,light_rabbit,0
299,78.02,card,3,5,mobile,17.7,30,NA,4,0,3363,it,1,1,0.252,113,rabbit,Aries,85,green,r_5151,green_rabbit,0
300,7.14,paypal,14,1,desktop,25.4,57,NA,4,0,2173,es,6,0,0.264,52,elephant,Aries,80,purple,r_6896,purple_elephant,0
301,4.25,paypal,5,3,desktop,4.6,40,LATAM,2,0,3100,en,2,0,0.41,294,owl,Scorpio,23,light,r_5533,light_owl,0
302,60.63,card,15,3,desktop,15.9,59,EU,2,0,3133,it,7,0,0.33,220,owl,Pisces,58,blue,r_6099,blue_owl,0
303,62.23,card,4,1,desktop,31.4,18,NA,4,0,3521,fr,1,0,0.177,200,rabbit,Leo,41,purple,r_3123,purple_rabbit,0
304,81.16,bank_transfer,11,2,mobile,13.0,44,ME,3,1,425,fr,1,0,0.145,132,rabbit,Leo,9,dark,r_3291,dark_rabbit,0
305,103.6,card,13,5,mobile,16.4,38,NA,2,0,45,en,2,0,0.335,196,dog,Virgo,76,dark,r_5336,dark_dog,0
306,297.88,paypal,5,1,mobile,15.2,29,EU,3,0,4659,de,8,0,0.242,292,rabbit,Pisces,91,dark,r_3338,dark_rabbit,0
307,58.1,card,2,7,desktop,27.9,26,ME,2,0,1298,fr,5,1,0.175,160,owl,Aries,5,dark,r_7540,dark_owl,0
308,31.2,paypal,18,3,mobile,19.6,67,EU,3,0,3084,en,4,0,0.478,259,owl,Cancer,98,green,r_8128,green_owl,0
309,126.85,card,9,1,desktop,4.6,24,APAC,4,0,4872,en,9,0,0.78,248,dog,Cancer,2,green,r_6402,green_dog,0
310,25.27,card,6,7,mobile,16.2,23,NA,1,0,2772,es,6,0,0.254,211,rabbit,Libra,54,blue,r_4219,blue_rabbit,0
311,46.24,card,12,1,mobile,15.4,55,EU,1,0,156,es,5,0,0.21,106,owl,Pisces,11,purple,r_910,purple_owl,0
312,6.54,bank_transfer,0,7,mobile,24.2,44,NA,3,0,3267,en,2,0,0.406,290,owl,Scorpio,18,light,r_5998,light_owl,0
313,2.05,card,0,2,tablet,16.2,61,ME,4,0,2352,en,3,1,0.031,137,rabbit,Capricorn,67,light,r_7748,light_rabbit,0
314,262.99,card,16,3,mobile,12.0,67,NA,3,0,1561,it,8,0,0.253,140,dog,Leo,47,dark,r_2199,dark_dog,0
315,144.62,apple_pay,21,5,desktop,29.5,38,EU,5,0,561,es,2,0,0.188,349,elephant,Pisces,21,light,r_9246,light_elephant,0
316,95.25,paypal,3,2,mobile,13.4,44,NA,2,0,4346,en,3,0,0.209,346,cat,Scorpio,44,blue,r_1223,blue_cat,0
317,42.07,card,13,2,mobile,5.7,69,NA,5,0,2068,de,2,1,0.106,266,cat,Cancer,85,blue,r_7159,blue_cat,0
318,15.22,google_pay,5,3,mobile,31.8,76,EU,2,0,4560,fr,3,1,0.512,120,dog,Cancer,27,dark,r_5153,dark_dog,0
319,13.61,paypal,13,3,desktop,14.4,43,ME,1,0,2795,de,7,0,0.231,200,rabbit,Capricorn,21,purple,r_1903,purple_rabbit,0
320,23.04,card,14,2,desktop,8.1,49,EU,3,0,1979,it,3,0,0.602,202,tiger,Aquarius,34,green,r_7416,green_tiger,0
321,63.74,card,0,14,desktop,9.1,37,EU,5,0,3823,fr,8,0,0.13,150,tiger,Sagittarius,84,light,r_9175,light_tiger,0
322,100.31,paypal,19,5,desktop,7.2,69,EU,1,0,2356,en,7,0,0.295,16,elephant,Scorpio,94,dark,r_7543,dark_elephant,0
323,86.35,paypal,15,2,mobile,14.5,19,NA,2,0,187,it,9,0,0.209,233,dog,Sagittarius,20,purple,r_9433,purple_dog,0
324,26.27,card,3,3,desktop,4.2,31,APAC,3,0,3888,en,9,0,0.407,44,elephant,Libra,44,dark,r_6269,dark_elephant,1
325,247.85,card,1,2,desktop,3.2,66,EU,3,0,70,en,8,0,0.197,139,rabbit,Capricorn,65,green,r_510,green_rabbit,0
326,107.12,card,0,7,desktop,39.2,25,EU,2,0,1973,en,3,0,0.12,98,elephant,Taurus,74,purple,r_6056,purple_elephant,0
327,64.66,card,12,2,mobile,12.6,43,EU,4,0,942,de,7,0,0.151,370,owl,Cancer,78,light,r_8954,light_owl,0
328,75.68,card,15,1,mobile,15.9,40,EU,6,0,818,en,4,0,0.091,122,tiger,Cancer,82,dark,r_1862,dark_tiger,0
329,43.52,card,7,1,desktop,36.8,42,EU,0,0,389,en,6,0,0.342,179,dog,Cancer,67,purple,r_7506,purple_dog,0
330,22.77,paypal,21,14,tablet,6.3,54,EU,4,0,347,en,9,0,0.416,185,tiger,Cancer,26,blue,r_6518,blue_tiger,0
331,35.2,paypal,3,2,desktop,20.6,37,EU,3,0,3542,en,9,0,0.195,267,rabbit,Aquarius,80,dark,r_9356,dark_rabbit,0
332,113.45,card,1,1,mobile,26.0,39,NA,2,0,593,en,6,1,0.18,64,rabbit,Pisces,50,dark,r_731,dark_rabbit,0
333,1.16,card,12,2,mobile,26.4,75,APAC,3,0,1347,it,2,1,0.338,3,tiger,Aquarius,25,dark,r_4503,dark_tiger,0
334,9.87,card,4,2,mobile,21.5,60,APAC,0,0,1048,en,4,0,0.375,219,cat,Libra,62,green,r_5774,green_cat,0
335,3.77,card,22,1,mobile,17.7,52,EU,3,0,3302,fr,2,0,0.603,201,dog,Cancer,12,green,r_4632,green_dog,0
336,3.33,google_pay,19,3,tablet,2.1,29,NA,3,0,3864,es,6,0,0.125,255,cat,Pisces,26,blue,r_5419,blue_cat,0
337,154.74,paypal,20,1,mobile,31.9,32,EU,1,0,2646,en,3,0,0.138,220,dog,Aquarius,87,purple,r_2043,purple_dog,0
338,97.3,card,23,3,mobile,16.8,60,NA,4,0,4787,en,2,0,0.472,212,dog,Libra,25,dark,r_8138,dark_dog,0
339,51.42,card,12,2,tablet,22.1,68,EU,2,0,1835,en,3,1,0.421,167,rabbit,Leo,37,green,r_7257,green_rabbit,0
340,8.24,card,4,3,desktop,6.9,60,NA,3,0,664,en,7,0,0.219,129,cat,Virgo,77,dark,r_9915,dark_cat,0
341,54.12,paypal,15,2,mobile,15.2,69,LATAM,3,0,4593,de,4,0,0.179,253,tiger,Aquarius,6,dark,r_1094,dark_tiger,0
342,51.32,card,5,3,mobile,16.4,43,NA,2,0,3089,en,8,0,0.347,143,elephant,Capricorn,20,light,r_2711,light_elephant,0
343,15.22,bank_transfer,15,1,mobile,14.3,65,EU,4,0,3301,en,8,0,0.226,244,cat,Gemini,78,dark,r_9017,dark_cat,0
344,45.51,paypal,21,2,desktop,6.3,45,EU,2,0,3218,pt,6,0,0.126,225,cat,Pisces,58,light,r_3108,light_cat,0
345,40.67,card,23,1,desktop,14.3,25,NA,5,0,851,fr,4,0,0.353,4,elephant,Libra,63,purple,r_1476,purple_elephant,0
346,76.54,bank_transfer,12,2,mobile,13.2,57,APAC,4,0,4724,en,1,1,0.202,284,owl,Libra,18,purple,r_192,purple_owl,1
347,80.65,paypal,10,2,mobile,8.4,77,NA,2,1,621,de,7,1,0.358,57,cat,Aquarius,55,dark,r_2922,dark_cat,0
348,3.71,paypal,20,3,desktop,14.3,72,NA,1,0,670,en,4,0,0.263,248,cat,Virgo,64,purple,r_4962,purple_cat,0
349,37.55,google_pay,0,3,mobile,12.5,18,EU,6,0,1415,fr,6,0,0.152,333,dog,Capricorn,9,blue,r_3711,blue_dog,0
350,78.65,card,3,2,mobile,42.7,50,EU,2,0,3582,en,6,1,0.08,390,rabbit,Sagittarius,75,purple,r_8238,purple_rabbit,0
351,55.96,card,2,1,desktop,27.1,18,EU,2,0,1544,en,8,1,0.543,489,rabbit,Aquarius,96,blue,r_5520,blue_rabbit,0
352,155.31,bank_transfer,17,3,mobile,13.3,55,EU,3,0,437,es,2,1,0.43,341,elephant,Libra,19,blue,r_4385,blue_elephant,0
353,86.0,paypal,22,14,desktop,5.3,18,NA,4,0,1200,it,2,0,0.105,137,elephant,Scorpio,38,green,r_1754,green_elephant,0
354,14.23,apple_pay,15,1,mobile,12.9,26,APAC,3,0,2509,it,3,0,0.356,254,cat,Cancer,32,dark,r_8251,dark_cat,0
355,5.85,card,12,1,desktop,28.5,59,EU,3,0,2740,en,8,0,0.117,155,elephant,Pisces,83,dark,r_3103,dark_elephant,0
356,82.27,paypal,12,2,desktop,17.5,32,EU,1,0,1908,en,8,1,0.126,282,tiger,Sagittarius,71,light,r_9152,light_tiger,0
357,2.15,card,6,2,mobile,27.6,58,EU,2,0,1871,pt,5,0,0.427,53,owl,Taurus,76,green,r_1776,green_owl,0
358,70.51,card,23,2,mobile,11.1,47,APAC,3,0,1520,en,3,0,0.545,121,owl,Aries,36,green,r_4238,green_owl,0
359,225.38,card,14,5,mobile,9.5,30,APAC,1,0,2771,en,1,0,0.2,203,tiger,Capricorn,41,purple,r_4955,purple_tiger,0
360,68.54,card,14,2,desktop,12.0,78,EU,2,0,2075,fr,1,1,0.125,108,rabbit,Aries,37,dark,r_367,dark_rabbit,0
361,39.3,card,4,1,mobile,22.8,63,APAC,5,0,4974,it,1,1,0.28,242,rabbit,Aries,22,blue,r_7377,blue_rabbit,0
362,82.47,paypal,16,14,mobile,8.4,64,LATAM,0,0,4679,en,2,0,0.237,305,tiger,Capricorn,95,light,r_2753,light_tiger,0
363,49.04,card,21,1,mobile,29.2,21,APAC,2,0,2548,es,6,0,0.068,3,tiger,Virgo,87,green,r_4474,green_tiger,0
364,63.11,card,21,1,mobile,44.0,29,EU,4,0,632,de,5,0,0.198,288,elephant,Aries,9,dark,r_7452,dark_elephant,0
365,227.05,card,10,1,mobile,16.5,62,APAC,2,0,667,de,7,1,0.069,129,cat,Aquarius,63,light,r_8987,light_cat,0
366,39.03,card,23,1,desktop,28.0,56,NA,2,0,96,fr,8,0,0.469,253,tiger,Scorpio,7,blue,r_710,blue_tiger,0
367,259.93,apple_pay,12,5,desktop,21.1,64,EU,5,0,1565,fr,7,1,0.509,217,dog,Leo,29,green,r_3957,green_dog,0
368,188.61,card,9,2,mobile,11.3,38,NA,2,0,1504,fr,8,0,0.119,370,cat,Virgo,13,light,r_9623,light_cat,0
369,17.43,card,14,5,desktop,21.6,51,LATAM,4,0,2457,en,9,0,0.071,270,cat,Virgo,67,blue,r_8604,blue_cat,0
370,5.75,bank_transfer,1,5,mobile,29.1,38,EU,4,0,468,en,1,0,0.212,58,rabbit,Virgo,95,green,r_5190,green_rabbit,0
371,8.5,paypal,10,1,desktop,28.2,44,EU,2,0,2080,en,3,0,0.201,48,elephant,Pisces,62,blue,r_641,blue_elephant,0
372,1.47,paypal,10,3,desktop,31.1,55,EU,2,0,1920,fr,6,1,0.157,155,elephant,Virgo,90,blue,r_8315,blue_elephant,0
373,7.94,paypal,21,3,desktop,18.0,54,APAC,4,0,636,it,8,1,0.334,288,dog,Taurus,91,green,r_5407,green_dog,0
374,91.91,apple_pay,0,7,desktop,7.8,18,NA,2,0,2580,en,4,0,0.243,198,cat,Libra,67,blue,r_5164,blue_cat,0
375,5.91,card,7,1,desktop,13.1,47,NA,3,0,3149,en,8,1,0.213,196,rabbit,Libra,21,light,r_9547,light_rabbit,0
376,30.73,google_pay,16,2,desktop,20.8,27,APAC,4,0,1563,it,2,0,0.121,76,rabbit,Aries,8,purple,r_7848,purple_rabbit,0
377,149.08,bank_transfer,7,7,desktop,47.4,36,NA,8,0,2925,en,9,0,0.375,76,owl,Gemini,45,light,r_7154,light_owl,0
378,1.88,card,12,1,mobile,28.8,25,EU,4,0,2533,en,6,0,0.116,174,dog,Scorpio,33,dark,r_5335,dark_dog,0
379,134.76,paypal,22,1,mobile,17.8,64,APAC,1,0,2144,es,1,1,0.317,214,owl,Capricorn,79,light,r_2555,light_owl,0
